"","DiveNum","GPS","ObsTime","Collector","Depth_m","Depth_ft","AnemSpp","AnemDia","oldAnemID","AnemID","AnemSampleID","Spp","Size1","Col1","ID1","Size2","Col2","ID2","Size3","Col3","ID3","Size4","Col4","ID4","Size5","Col5","ID5","Size6","Col6","ID6","Size7","Col7","ID7","Spp2","Spp2Size1","Spp2Size2","Spp2Size3","Spp2Size4","Notes","NumFish","Sizes","lat","lon","Date","Name","Municipality","Cover"
"139",8.5,3,"12:17:00","MRS",2.7,NA,"HECR",40,NA,1133,NA,"APCL",8.6,"O",406164,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"8.6,",10.8714639489,124.7139803879,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"140",8.5,3,"12:21:00","MRS",2.7,NA,"????",NA,NA,NA,NA,"APCL",8.8,"YR",403102,9.9,"O","405360",7.6,"YR",407055,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",3,"8.8,9.9,7.6,",10.8714458439,124.7139727604,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"141",9,3,"13:48:00","MRS",2.3,NA,"HECR",30,NA,1105,NA,"APCL",7.7,"YR",403393,9,"O","399614",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"7.7,9,",10.8715398889,124.7141221259,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"142",9,3,"13:56:00","MRS",2.6,NA,"HECR",30,NA,1079,NA,"APCL",6.7,"YP",404146,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","APPE",3,NA,NA,NA,"",1,"6.7,",10.8715954609,124.7142061964,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"143",9,3,"14:01:00","MRS",1.8,NA,"HECR",35,NA,2032,NA,"APCL",7.7,"YP",404064,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"7.7,",10.8715882525,124.7142481059,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"144",9,3,"14:02:00","MRS",1.6,NA,"HECR",25,NA,NA,NA,"APPE",10,"",NA,7,"","",3,"",NA,3,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",4,"10,7,3,3,",10.8715880848,124.7142524645,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"145",9,3,"14:08:00","MRS",1.9,NA,"HECR",15,NA,1126,NA,"APCL",6.3,"WP",401458,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"6.3,",10.8714491129,124.7142949607,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"146",9,3,"14:13:00","MRS",2.1,NA,"HECR",20,NA,2033,NA,"APCL",8.3,"O",399705,9.4,"YP","403904",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"8.3,9.4,",10.8714118972,124.714201251,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"147",9,3,"14:18:00","MRS",1.7,NA,"HECR",15,NA,2034,NA,"APCL",4.6,"WR",25,3,"YR","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"4.6,3,",10.871434696,124.7142206132,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"148",9,3,"14:25:00","MRS",1.8,NA,"HECR",20,NA,1130,NA,"APCL",8.3,"O",406317,6.2,"YP","402971",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"8.3,6.2,",10.8714000788,124.7142020892,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"149",9,3,"14:30:00","MRS",2.4,NA,"HECR",30,NA,2035,NA,"APCL",6.1,"YP",353379,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"6.1,",10.8713531401,124.7142167576,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"150",9,3,"14:32:00","MRS",2.4,NA,"EMPT",NA,NA,170,NA,"",NA,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",0,",",10.871349033,124.7141707409,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"151",9,3,"14:37:00","MRS",2.1,NA,"HECR",25,NA,2036,NA,"APCL",9.2,"YP",404287,8.2,"OP","407105",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"9.2,8.2,",10.8713759389,124.7141724173,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"152",9,3,"14:38:00","MRS",2.1,NA,"HECR",30,NA,604,NA,"APPE",8,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"8,",10.8713338617,124.7141555697,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"153",9,3,"14:43:00","MRS",2,NA,"HECR",30,NA,1131,NA,"APCL",8.7,"YP",399551,8.8,"OP","406954",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"8.7,8.8,",10.8713839855,124.7141462658,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"154",9,3,"14:50:00","MRS",1.5,NA,"HECR",40,NA,2037,NA,"APCL",9.2,"YP",403215,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"9.2,",10.871418938,124.7141910251,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"155",9,3,"14:50:00","MRS",1.6,NA,"HECR",25,NA,1129,NA,"",NA,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",0,",",10.871418938,124.7141910251,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"156",9,3,"14:56:00","MRS",2.4,NA,"HECR",40,890,2038,NA,"APCL",9.2,"YP",404313,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"9.2,",10.8714956325,124.7141310107,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"157",9,3,"14:58:00","MRS",1.8,NA,"HECR",30,NA,635,NA,"",NA,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",0,",",10.8714746777,124.7141346987,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"158",9,3,"15:03:00","MRS",2,NA,"HECR",30,NA,2040,NA,"APCL",7.9,"OR",403913,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"7.9,",10.8714310918,124.7140656319,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"159",9,3,"15:06:00","MRS",1.7,NA,"HECR",20,NA,2039,NA,"APCL",8.5,"OP",407401,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"8.5,",10.8714367077,124.7140413243,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"160",9,3,"15:10:00","MRS",1.7,NA,"HECR",30,NA,2041,NA,"APCL",8.8,"OP",407670,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"8.8,",10.8714169264,124.7140398156,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"161",9,3,"15:18:00","MRS",2.6,NA,"HECR",30,NA,1141,NA,"APCL",8.8,"OP",402724,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"8.8,",10.8713646233,124.7139611933,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"162",9,3,"15:20:00","MRS",2.5,NA,"HECR",25,NA,2042,NA,"APCL",4.4,"W",26,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"4.4,",10.8714056946,124.7139566671,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"163",9,3,"15:25:00","MRS",2.4,NA,"HECR",NA,NA,620,NA,"APCL",3.3,"Y",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"3.3,",10.8714647871,124.7138722613,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"164",10,3,"10:01:00","MRS",3.2,NA,"HECR",25,NA,1077,NA,"",NA,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",0,",",10.8714646194,124.7142718267,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"165",10,3,"10:06:00","MRS",2.9,NA,"HECR",40,NA,2043,NA,"APCL",8.3,"OP",375047,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"8.3,",10.8714937884,124.7142676357,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"166",10,3,"10:13:00","MRS",3.3,NA,"HECR",25,NA,2044,NA,"APCL",4.4,"YR",27,2.5,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"4.4,2.5,",10.8715330157,124.7142224573,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"167",10,3,"10:15:00","MRS",3.3,NA,"HECR",45,NA,890,NA,"APCL",9.6,"YP",374339,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"9.6,",10.8715222031,124.7142492794,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"168",10,3,"10:21:00","MRS",2.6,NA,"HECR",30,NA,2045,NA,"APCL",7.9,"O",373610,6.8,"YP","373816",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","APPE",3,NA,NA,NA,"",2,"7.9,6.8,",10.8715601731,124.7142454237,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"169",10,3,"10:31:00","MRS",3.4,NA,"HECR",40,NA,1082,NA,"APCL",8.3,"YP",374610,8.5,"OP","375271",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"8.3,8.5,",10.8716879971,124.7141618561,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"170",10,3,"10:34:00","MRS",3.6,NA,"HECR",20,NA,2046,NA,"APCL",8.6,"YP",373624,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"8.6,",10.8716540504,124.714109553,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"171",10,3,"10:36:00","MRS",3.6,NA,"HECR",20,NA,2047,NA,"APCL",6.8,"OP",374493,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"6.8,",10.8716524579,124.7140899394,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"172",10,3,"10:42:00","MRS",3.8,NA,"HECR",15,NA,897,NA,"APCL",4.9,"WP",28,3,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","APPE",3,NA,NA,NA,"",2,"4.9,3,",10.8716502786,124.7140765283,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"173",10,3,"10:44:00","MRS",3.7,NA,"HECR",30,NA,1146,NA,"APCL",3,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"3,",10.8717644401,124.7139476985,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"174",10,3,"10:47:00","MRS",3.1,NA,"HECR",20,NA,2048,NA,"APCL",3.5,"WR",29,3,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"3.5,3,",10.8718772605,124.7139585111,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"175",10,3,"10:53:00","MRS",3.8,NA,"HECR",20,NA,665,NA,"APCL",4,"Y",30,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","APPE",3,NA,NA,NA,"",1,"4,",10.8719083574,124.7139154281,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"176",10,3,"10:58:00","MRS",3.6,NA,"HECR",30,NA,1064,NA,"APCL",8.4,"OP",400205,9.1,"YP","405197",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"8.4,9.1,",10.8718336746,124.7138414998,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"177",10,3,"11:04:00","MRS",4.1,NA,"HECR",30,NA,2049,NA,"APCL",9.4,"OP",405807,8.6,"YP","403740",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"9.4,8.6,",10.8718560543,124.7138270829,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"178",10,3,"11:08:00","MRS",3.9,NA,"HECR",30,NA,2050,NA,"APCL",6.5,"YP",406535,5.5,"YR","31",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"6.5,5.5,",10.8718906716,124.7138389852,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"179",10,3,"11:12:00","MRS",3.8,NA,"HECR",30,NA,1063,NA,"APCL",3.7,"YR",32,8.8,"O","402943",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"3.7,8.8,",10.8718340099,124.7138165217,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"180",10,3,"11:14:00","MRS",4.1,NA,"HECR",25,NA,NA,NA,"APCL",3.3,"YR",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"3.3,",10.8718468342,124.713832112,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"181",10,3,"11:23:00","MRS",3.8,NA,"HECR",30,NA,NA,NA,"APPE",5,"",NA,3,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"5,3,",10.8718518633,124.7137874365,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"182",10,3,"11:29:00","MRS",3.6,NA,"HECR",30,NA,899,NA,"APCL",8.1,"OP",400408,9,"YP","376036",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"8.1,9,",10.8718577307,124.7137247398,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"183",10,3,"11:32:00","MRS",5,NA,"ENQD",30,NA,2031,NA,"APCL",5.6,"YP",33,4.1,"WP","24",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"5.6,4.1,",10.8717159927,124.71382658,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"184",10,3,"11:42:00","MRS",4.3,NA,"MADO",40,NA,1144,NA,"APCL",7.2,"YP",375659,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"Black spot on tail",1,"7.2,",10.8715250529,124.7138840798,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"185",10,3,"11:46:00","MRS",3,NA,"HECR",40,NA,NA,NA,"APCL",8.3,"OP",375999,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"8.3,",10.8715193532,124.7139227204,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"186",10,3,"11:50:00","MRS",2.3,NA,"HECR",40,NA,2052,NA,"APCL",4.1,"YR",34,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"4.1,",10.8715516236,124.714014167,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"187",10,3,"11:56:00","MRS",1.9,NA,"????",NA,NA,NA,NA,"APCL",4,"WR",35,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"4,",10.8715664595,124.7139264084,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"188",10,3,"11:59:00","MRS",1.9,NA,"????",NA,NA,NA,NA,"APCL",7.2,"WP",401342,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"7.2,",10.8715946227,124.714003941,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"189",10,3,"12:02:00","MRS",2.9,NA,"HECR",30,NA,1051,NA,"APCL",6.7,"YP",407223,4,"WR","47",4.5,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",3,"6.7,4,4.5,",10.8715700638,124.7140359599,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"190",10,3,"12:07:00","MRS",1.9,NA,"HECR",30,NA,650,NA,"APCL",4.9,"WR",36,2,"YR","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"4.9,2,",10.8716256358,124.7139981575,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"191",10,3,"12:11:00","MRS",2.1,NA,"HECR",25,NA,2053,NA,"APCL",3.9,"YR",37,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"3.9,",10.8716686349,124.7139452677,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"192",10,3,"9:59:00","MRS",2.5,NA,"HECR",30,NA,NA,NA,"APCL",2,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"2,",10.8714634459,124.7144560609,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"193",11,3,"13:40:00","MRS",1,NA,"HECR",15,NA,2054,NA,"APCL",8.8,"OR",402770,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"8.8,",10.8713736758,124.7144110501,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"194",11,3,"13:41:00","MRS",1.2,NA,"HECR",30,NA,NA,NA,"APPE",5,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"5,",10.8713734243,124.7144195996,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"195",11,3,"13:45:00","MRS",0.9,NA,"HECR",25,NA,2055,NA,"APCL",4.1,"YR",38,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"4.1,",10.8712447621,124.7143312544,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"196",11,3,"13:51:00","MRS",1,NA,"HEMA",10,NA,2056,NA,"APCL",3.8,"WP",39,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"3.8,",10.8710157685,124.7144051827,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"197",11,3,"13:57:00","MRS",1.2,NA,"MADO",35,NA,2057,NA,"APCL",4.7,"WP",40,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"4.7,",10.8709654771,124.7144803684,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"198",11,3,"13:59:00","MRS",0.9,NA,"HECR",15,NA,NA,NA,"APCL",3.3,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"3.3,",10.8709508926,124.7144802008,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"199",11,3,"14:03:00","MRS",0.7,NA,"HECR",20,NA,2058,NA,"APCL",4.4,"YP",41,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"4.4,",10.8708735276,124.7144998983,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"200",11,3,"14:15:00","MRS",1.4,NA,"HECR",30,NA,1098,NA,"APCL",7.3,"O",399571,7.4,"YR","405921",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"7.3,7.4,",10.8708285168,124.714503251,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"201",11,3,"14:18:00","MRS",1,NA,"HECR",30,NA,602,NA,"",NA,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",0,",",10.8707217313,124.7146827914,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"202",11,3,"14:20:00","MRS",0.6,NA,"HECR",30,NA,NA,NA,"APCL",3,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"3,",10.8705498185,124.7147826198,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"203",11,3,"14:26:00","MRS",2.2,NA,"STHD",20,337,1090,NA,"APCL",7.3,"YP",399642,7,"YP","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"didn't catch the ~7cm fish",2,"7.3,7,",10.8705080766,124.7147215996,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"204",11,3,"14:35:00","MRS",1.5,NA,"ENQD",10,NA,NA,NA,"APFR",5,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"5,",10.8703989442,124.714924274,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"205",11,3,"14:48:00","MRS",2.4,NA,"HECR",30,NA,2060,NA,"APCL",8.1,"WP",404585,8,"","",3,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"didn't catch the ~8cm fish",3,"8.1,8,3,",10.8702950086,124.7149957716,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"206",11,3,"14:49:00","MRS",1.3,NA,"HECR",15,NA,2059,NA,"APCL",7,"O",404420,3.5,"YR","42",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","APPE",3,NA,NA,NA,"",2,"7,3.5,",10.8703028038,124.7150577977,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"207",11,3,"14:51:00","MRS",2.2,NA,"HECR",30,NA,600,NA,"APPE",3,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"3,",10.8702613972,124.7150764894,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"208",11,3,"14:56:00","MRS",0.5,NA,"HECR",15,NA,NA,NA,"APCL",3,"W",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"fish has both a black and a white spot on yellow tail",1,"3,",10.8702319767,124.7152422834,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"209",11,3,"15:05:00","MRS",1.4,NA,"MADO",40,NA,NA,NA,"APCL",3,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"3,",10.8698558807,124.7156549245,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"210",11,3,"15:16:00","MRS",1.2,NA,"HECR",30,NA,1122,NA,"APCL",4.3,"WR",43,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"4.3,",10.8697817009,124.7158928867,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"211",11,3,"15:20:00","MRS",1.5,NA,"HECR",35,NA,1121,NA,"APCL",8.1,"YR",403892,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"8.1,",10.8697036654,124.7159114946,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"212",11,3,"15:23:00","MRS",1.2,NA,"HECR",30,NA,2061,NA,"APCL",4.3,"B",44,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","APPE",4.5,NA,NA,NA,"",1,"4.3,",10.8696631808,124.7158869356,"6/1/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
