"","DiveNum","GPS","ObsTime","Collector","Depth_m","Depth_ft","AnemSpp","AnemDia","oldAnemID","AnemID","AnemSampleID","Spp","Size1","Col1","ID1","Size2","Col2","ID2","Size3","Col3","ID3","Size4","Col4","ID4","Size5","Col5","ID5","Size6","Col6","ID6","Size7","Col7","ID7","Spp2","Spp2Size1","Spp2Size2","Spp2Size3","Spp2Size4","Notes","NumFish","Sizes","lat","lon","Date","Name","Municipality","Cover"
"66",5,3,"15:34:00","MRS",3.3,NA,"HEAR",30,NA,480,NA,"APCL",4.5,"",NA,3,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"4.5,3,",10.8735339437,124.7109770682,"5/29/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"67",5,3,"15:38:00","MRS",4.7,NA,"HECR",40,NA,479,NA,"APCL",9.4,"YP",373422,9.2,"O","374268",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"9.4,9.2,",10.8735074569,124.7109676804,"5/29/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"68",5,3,"15:50:00","MRS",3.8,NA,"MADO",30,NA,478,NA,"APCL",7.7,"O",373778,6.4,"O","373608",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"7.7,6.4,",10.8735538926,124.7111268528,"5/29/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"69",5,3,"15:52:00","MRS",3.5,NA,"MADO",30,NA,939,NA,"APCL",5.5,"YR",375443,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"5.5,",10.8735687286,124.7111681756,"5/29/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"70",6,3,"10:35:00","MRS",4.1,NA,"MADO",30,483,943,NA,"",NA,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",0,",",10.8738551382,124.7109116055,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"71",6,3,"10:43:00","MRS",5.2,NA,"HECR",30,NA,2015,NA,"APCL",8.2,"YP",3,4.8,"YR","2",3,"",NA,3,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",4,"8.2,4.8,3,3,",10.8738227002,124.7110655811,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"72",6,3,"10:44:00","MRS",4.9,NA,"HECR",30,NA,498,NA,"APPE",5,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"5,",10.8738299925,124.7110555228,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"73",6,3,"10:47:00","MRS",4.4,NA,"HECR",35,NA,958,NA,"APCL",8.2,"O",402340,7.7,"YR","407553",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"8.2,7.7,",10.8737963811,124.7111844365,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"74",6,3,"11:00:00","MRS",4.1,NA,"HECR",20,NA,2016,NA,"APCL",5,"WR",4,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"5,",10.8737612609,124.7112725303,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"75",6,3,"11:02:00","MRS",4.1,NA,"HEMA",10,NA,108,NA,"",NA,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",0,",",10.8737452514,124.7112921439,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"76",6,3,"11:09:00","MRS",4.9,NA,"HECR",25,NA,435,NA,"APCL",7.6,"O",404572,9.1,"YR","403062",3,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",3,"7.6,9.1,3,",10.8736486919,124.711464392,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"77",6,3,"11:12:00","MRS",4.7,NA,"HECR",30,NA,938,NA,"APCL",9.2,"YP",400461,9.6,"OP","400419",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","APPE",4,NA,NA,NA,"",2,"9.2,9.6,",10.8736465126,124.7113581095,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"78",6,3,"11:24:00","MRS",4,NA,"HECR",30,NA,434,NA,"APPE",5,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"5,",10.8736169245,124.7115999274,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"79",6,3,"11:28:00","MRS",4.2,NA,"HECR",30,NA,NA,NA,"APPE",5,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"5,",10.8732010983,124.7117452696,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"80",6,3,"11:28:00","MRS",4.2,NA,"HECR",30,NA,NA,NA,"APPE",8,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"8,",10.8732010983,124.7117452696,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"81",6,3,"11:35:00","MRS",4.7,NA,"HECR",30,NA,2017,NA,"APCL",8.6,"O",401656,6,"YR","405008",4.2,"YR",5,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"UPON CLOSER INSPECTION, THIS ANEMONE MIGHT NOT BE HEAR, NOT SO MUCH BEADED AS STRIPED HORIZONTALLY ",3,"8.6,6,4.2,",10.8731031977,124.7116567567,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"82",6,3,"11:43:00","MRS",5,NA,"HECR",25,NA,416,NA,"APCL",6,"YRO",404045,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"6,",10.873113675,124.7116369754,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"83",6,3,"11:45:00","MRS",4.4,NA,"ENQD",20,NA,915,NA,"APCL",10.3,"YP",404566,10,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","APFR",3,NA,NA,NA,"SECOND FISH WASN'T CAUGHT",2,"10.3,10,",10.8730973303,124.7116253246,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"84",6,3,"11:48:00","MRS",4.7,NA,"MADO",20,NA,879,NA,"APCL",7,"YP",403698,3,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"7,3,",10.8730750345,124.7116182838,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"85",6,3,"11:51:00","MRS",4.2,NA,"HEMA",20,NA,880,NA,"APCL",3,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"3,",10.8730892837,124.7116115782,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"86",6,3,"11:57:00","MRS",4.6,NA,"HECR",30,NA,913,NA,"APCL",5.7,"YP",6,3.5,"YR","7",4.7,"YR",8,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",3,"5.7,3.5,4.7,",10.8729809895,124.7115782183,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"87",6,3,"12:05:00","MRS",4.9,NA,"MADO",35,NA,912,NA,"APCL",9.9,"OP",405714,5.7,"YR","9",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"9.9,5.7,",10.8729318716,124.7117053717,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"88",6,3,"12:17:00","MRS",3.3,NA,"HECR",30,NA,428,NA,"APCL",4.8,"YR",10,7.3,"Y","405452",3.4,"YR",NA,3,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",4,"4.8,7.3,3.4,3,",10.8729325421,124.7118855827,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"89",6,3,"12:17:00","MRS",4.1,NA,"HECR",20,NA,2018,NA,"APCL",6,"YOR",401616,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"6,",10.8729325421,124.7118855827,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"90",7,3,"13:45:00","MRS",3.9,NA,"HECR",35,NA,425,NA,"APCL",8.6,"OP",404951,9.4,"YP","403984",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","APPE",4,3,NA,NA,"",2,"8.6,9.4,",10.8728244156,124.711892372,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"91",7,3,"13:52:00","MRS",4.2,NA,"HECR",30,NA,427,NA,"APCL",4.8,"YR",11,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","APPE",4,NA,NA,NA,"6.3CM FISH IS REALLY FROM ANEM 363",1,"4.8,",10.8727794047,124.7118614428,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"92",7,3,"13:55:00","MRS",4.7,NA,"MADO",10,NA,363,NA,"APCL",4.3,"YR",12,7,"OP","4067??",3,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",3,"4.3,7,3,",10.8727690112,124.7118438408,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"93",7,3,"14:03:00","MRS",4.7,NA,"HECR",40,NA,426,NA,"APCL",9,"O",407082,4.4,"YR","13",3,"",NA,8.4,"OP",407137,NA,"",NA,NA,"",NA,"","","","APPE",3,NA,NA,NA,"",4,"9,4.4,3,8.4,",10.872771861,124.7118370514,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"94",7,3,"14:07:00","MRS",4,NA,"HECR",40,NA,NA,NA,"APPE",10,"",NA,5,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"10,5,",10.8727650717,124.7119207866,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"95",7,3,"14:13:00","MRS",3.9,NA,"MADO",25,360,910,NA,"APCL",5.2,"YR",14,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"5.2,",10.8728778083,124.712155899,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"96",7,3,"14:18:00","MRS",3.7,NA,"HECR",30,NA,911,NA,"",NA,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",0,",",10.8728848491,124.712179536,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"97",7,3,"14:19:00","MRS",3.8,NA,"HECR",40,NA,419,NA,"APCL",10.1,"YP",402230,10.3,"OP","402189",3,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","APPE",3,NA,NA,NA,"",3,"10.1,10.3,3,",10.8728775568,124.7121932823,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"98",7,3,"14:20:00","MRS",3.4,NA,"HECR",30,NA,875,NA,"APCL",3,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"3,",10.8728876989,124.7121993173,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"99",7,3,"14:26:00","MRS",4.1,NA,"HECR",35,NA,876,NA,"APCL",10,"YP",405523,10.2,"OP","405940",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"10,10.2,",10.8728488907,124.7122527938,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"100",7,3,"14:30:00","MRS",3.7,NA,"HECR",40,NA,2019,NA,"APCL",9.9,"OP",402799,9.6,"O","402306",3,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","APPE",3,2.5,NA,NA,"",3,"9.9,9.6,3,",10.8729133476,124.7122707311,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"101",7,3,"14:39:00","MRS",3.1,NA,"HECR",35,NA,909,NA,"APCL",8.2,"O",404741,5.4,"YR","15",3.5,"",NA,3,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",4,"8.2,5.4,3.5,3,",10.8729559276,124.7121866606,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"102",7,3,"14:40:00","MRS",3.1,NA,"HECR",40,NA,NA,NA,"APPE",10,"",NA,8,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"10,8,",10.8729443606,124.7121794522,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"103",7,3,"14:44:00","MRS",2.6,NA,"HECR",30,NA,2020,NA,"APCL",3.5,"",NA,3,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"3.5,3,",10.8729970828,124.7121781111,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"104",7,3,"14:46:00","MRS",2.7,NA,"HECR",NA,NA,908,NA,"",NA,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",0,",",10.8730322868,124.7121735848,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"105",7,3,"14:47:00","MRS",2.5,NA,"STME",40,NA,417,NA,"APCL",9.6,"OP",406037,3.3,"","",11.7,"YP",404829,10.4,"O",404050,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",4,"9.6,3.3,11.7,10.4,",10.8730441052,124.7121849842,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"106",7,3,"14:57:00","MRS",3.3,NA,"HECR",20,NA,415,NA,"APCL",6.1,"YP",404305,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","APPE",3,NA,NA,NA,"",1,"6.1,",10.8731074724,124.7122299112,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"107",7,3,"15:03:00","MRS",2.9,NA,"EMPT",NA,NA,280,NA,"",NA,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",0,",",10.8732100669,124.7122145724,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"108",7,3,"15:04:00","MRS",2.7,NA,"MADO",25,NA,414,NA,"APCL",8.4,"O",404477,4.9,"YR","16",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"8.4,4.9,",10.873216521,124.7122127283,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"109",7,3,"15:12:00","MRS",2.7,NA,"HECR",30,884,2021,NA,"APCL",8.9,"YP",402921,8.2,"O","399786",6.6,"YR",403566,NA,"",NA,NA,"",NA,NA,"",NA,"","","","APPE",3,NA,NA,NA,"",3,"8.9,8.2,6.6,",10.8732672315,124.7121740039,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"110",7,3,"15:14:00","MRS",2.6,NA,"EMPT",NA,NA,413,NA,"",NA,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",0,",",10.8732854202,124.7121792845,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"111",7,3,"15:20:00","MRS",2.9,NA,"HECR",25,NA,2022,NA,"APCL",5.4,"YR",17,4.5,"WR","18",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"5.4,4.5,",10.8733502962,124.7121308371,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"112",7,3,"15:21:00","MRS",2.8,NA,"EMPT",NA,NA,883,NA,"",NA,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",0,",",10.8733401541,124.7121134028,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"113",7,3,"15:24:00","MRS",2.8,NA,"HECR",30,NA,920,NA,"APPE",5,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"5,",10.8734651282,124.7120558191,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"114",7,3,"15:29:00","MRS",2.9,NA,"ENQD",25,NA,919,NA,"APCL",9.7,"O",407028,9.4,"YP","403866",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"9.7,9.4,",10.8734435029,124.7121455055,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"115",7,3,"15:37:00","MRS",2.8,NA,"HECR",15,NA,887,NA,"APCL",7,"YR",403879,5,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","APPE",3,NA,NA,NA,"the 5cm fish was uncaught",2,"7,5,",10.8734352887,124.7121152468,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"116",7,3,"15:43:00","MRS",2.6,NA,"HECR",30,NA,921,NA,"APCL",9,"YP",403040,8.5,"O","402760",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"9,8.5,",10.8735113125,124.712058166,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"117",7,3,"15:55:00","MRS",3.4,NA,"STME",15,NA,881,NA,"APCL",9.2,"YP",404854,7.2,"O","400235",4.2,"YR",19,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",3,"9.2,7.2,4.2,",10.8735103905,124.7117727622,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"118",7,3,"15:55:00","MRS",3.4,NA,"ENQD",30,NA,NA,NA,"APFR",10,"",NA,5,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"10,5,",10.8735103905,124.7117727622,"5/30/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"119",8,3,"10:12:00","MRS",3.8,NA,"HECR",30,NA,NA,NA,"APPE",10,"",NA,7,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"10,7,",10.8731780481,124.7117394023,"5/31/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"120",8,3,"10:13:00","MRS",4.7,NA,"HECR",10,NA,2023,NA,"APCL",4,"WR",20,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"4,",10.8730871044,124.7117585968,"5/31/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"121",8,3,"10:20:00","MRS",4.7,NA,"MADO",10,NA,878,NA,"APCL",7,"YP",400948,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"7,",10.8730974142,124.7117554955,"5/31/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"122",8,3,"10:22:00","MRS",4.7,NA,"MADO",NA,NA,NA,NA,"",NA,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",0,",",10.873078052,124.7118035238,"5/31/15","Palanas","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"123",8.5,3,"11:04:00","MRS",3.6,NA,"HECR",40,NA,1139,NA,"APCL",7.6,"O",403889,6.5,"Y","403655",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"7.6,6.5,",10.871406449,124.7139812261,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"124",8.5,3,"11:08:00","MRS",3.7,NA,"HECR",30,NA,1138,NA,"APCL",7.2,"OP",404348,3,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"7.2,3,",10.8714263141,124.7139870096,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"125",8.5,3,"11:11:00","MRS",3.5,NA,"HECR",35,NA,2024,NA,"APCL",9.3,"O",406653,10.2,"YP","407646",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"9.3,10.2,",10.871420363,124.7139862552,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"126",8.5,3,"11:14:00","MRS",3.5,NA,"HECR",30,NA,1063,NA,"",NA,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",0,",",10.8714056946,124.7139627021,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"127",8.5,3,"11:17:00","MRS",3.9,NA,"HECR",30,NA,1143,NA,"APCL",7.6,"YP",403881,10,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"10cm fish uncaught",2,"7.6,10,",10.8713966422,124.7139559127,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"128",8.5,3,"11:22:00","MRS",3.2,NA,"HECR",35,NA,827,NA,"APCL",8.3,"YP",403391,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"8.3,",10.8714148309,124.7140078805,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"129",8.5,3,"11:28:00","MRS",3.1,NA,"HECR",50,NA,2025,NA,"APCL",11.4,"YP",407622,10.3,"O","407195",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"11.4,10.3,",10.8714049403,124.7140103951,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"130",8.5,3,"11:28:00","MRS",3.1,NA,"HECR",30,NA,626,NA,"",NA,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",0,",",10.8714049403,124.7140103951,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"131",8.5,3,"11:36:00","MRS",3.2,NA,"HECR",35,NA,1134,NA,"APCL",9.3,"YP",403777,8.4,"O","406103",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",2,"9.3,8.4,",10.8713953849,124.714047946,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"132",8.5,3,"11:43:00","MRS",3.4,NA,"MADO",30,NA,672,NA,"",NA,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",0,",",10.8714041021,124.7140385583,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"133",8.5,3,"11:43:00","MRS",3.1,NA,"HECR",30,NA,2026,NA,"APCL",11.9,"YR",409371,10.2,"O","402510",4.1,"YR",21,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",3,"11.9,10.2,4.1,",10.8714041021,124.7140385583,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"134",8.5,3,"11:51:00","MRS",2.9,NA,"HECR",30,NA,2027,NA,"APCL",4.5,"YR",22,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"4.5,",10.8713650424,124.7140325233,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"135",8.5,3,"12:00:00","MRS",3.3,NA,"HECR",25,NA,2028,NA,"APCL",9.2,"O",402874,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"9.2,",10.871401336,124.7139887698,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"136",8.5,3,"12:10:00","MRS",3.2,NA,"HECR",25,NA,2029,NA,"APCL",7.8,"YP",404845,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"7.8,",10.8714211173,124.7139440943,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"137",8.5,3,"12:10:00","MRS",3.2,NA,"HECR",25,NA,2030,NA,"APCL",5.7,"YR",23,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"5.7,",10.8714211173,124.7139440943,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
"138",8.5,3,"12:10:00","MRS",3.4,NA,"MADO",40,NA,NA,NA,"APPE",7,"",NA,NA,"","",NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,"","","","",NA,NA,NA,NA,"",1,"7,",10.8714211173,124.7139440943,"5/31/15","Wangag","Albuera","dead coral boulders interspersed with sand, several cm of loose sediment from gravel operation"
